video_id,events,users,content_seconds,ccid,rank
V_5493163,5195,79,64661.59999999999,00C6CFFABEAEB36F9C33DC5901307461,709
V_7596316,5189,27,33724.2,41FC896E8F942E6D9C33DC5901307461,710
V_1395657,5188,4651,530160.9422897551,060181A5BFB5CA039C33DC5901307461,711
V_8013422,5187,9,27858.0,484482B2DB4425D09C33DC5901307461,712
V_8016255,5184,6,25860.0,C2763AF9FD2590439C33DC5901307461,713
V_7594642,5179,22,30498.2,7E754A3FB1E92EE19C33DC5901307461,714
V_5039967,5159,111,84441.3,FA88F2B3FC1DA2049C33DC5901307461,715
V_5493216,5154,75,59804.5,32FBD2C32AEC25DB9C33DC5901307461,716
V_5492151,5154,74,45626.6,7EA31C1D6749353D9C33DC5901307461,717
V_5492665,5148,83,52164.59999999999,354A263943D0B0009C33DC5901307461,718
V_7594654,5145,29,32340.749999999996,B0D1624489C386459C33DC5901307461,719
V_5206555,5134,117,76602.59999999999,58BDCAF117208F369C33DC5901307461,720
V_8014449,5134,5,25618.0,1F211FDA60E69EDB9C33DC5901307461,721
V_7594570,5131,24,30218.55,76690051E5F41CD29C33DC5901307461,722
V_5492639,5129,89,62322.00000000001,A01C94EEF32B82D89C33DC5901307461,723
V_8013401,5124,6,25560.0,5293BCEDE1E5B5FB9C33DC5901307461,724
V_8016241,5121,9,26155.0,B3F7493E041FA5289C33DC5901307461,725
V_5492103,5121,84,51989.3,21EF90CF0A0AAA379C33DC5901307461,726
V_8015720,5120,8,25806.0,4B39C6772F4A3CE59C33DC5901307461,727
V_5492131,5106,73,46143.60000000001,69229F4AA8B9979D9C33DC5901307461,728
V_7444997,5105,69,47047.9,149933FA105CE3259C33DC5901307461,729
V_7594643,5090,22,30632.6,2A79E4E120A6698D9C33DC5901307461,730
V_8016159,5085,12,25305.0,8D64298E12358A799C33DC5901307461,731
V_8016198,5081,12,25823.0,C1C8DAC99C41257D9C33DC5901307461,732
V_8014469,5080,6,26348.0,A2C42E2F1C8FE4639C33DC5901307461,733
V_5492144,5053,73,48625.30000000002,A4A2E1801FD191C99C33DC5901307461,734
V_8013702,5049,7,27551.0,1579AA5909ECBC209C33DC5901307461,735
V_5492150,5047,90,56905.6,478557B6A145FD279C33DC5901307461,736
V_7592125,5046,49,45455.799999999996,B86524A8853C97689C33DC5901307461,737
V_7592072,5041,64,54651.500000000015,1EE6A1B1FC700F859C33DC5901307461,738
V_1395670,5038,4530,464408.99424402055,9F91B201B50E94629C33DC5901307461,739
V_8016264,5032,8,25797.0,7E826053E4FB6F1E9C33DC5901307461,740
V_7720325,5020,8,25736.0,7E826053E4FB6F1E9C33DC5901307461,741
V_7592102,5008,45,36512.95,E2E68F80A73210CB9C33DC5901307461,742
V_7594644,4996,16,27162.8,781BA171F0A4DB549C33DC5901307461,743
V_7877375,4995,7,26636.0,4AE9EA36B6502CCA9C33DC5901307461,744
V_7004682,4991,131,42011.4,4CDF110F9B9BB2849C33DC5901307461,745
V_5492635,4988,86,54676.49999999998,FCE5E89484A2C8A29C33DC5901307461,746
V_7594602,4988,25,30851.550000000003,C7D9DFA7263B984A9C33DC5901307461,747
V_7592144,4982,36,34564.9,C195D92BDA7421B39C33DC5901307461,748
V_7594645,4976,18,27357.499999999996,724B7B2907ED3B729C33DC5901307461,749
V_8013405,4971,6,25789.0,97C768B854612D4D9C33DC5901307461,750
V_8014784,4971,15,27703.0,9E2F614337E958259C33DC5901307461,751
V_8013987,4969,14,25175.0,DC2C0CF4BD01491C9C33DC5901307461,752
V_5492651,4963,92,61628.79999999999,355A8D0258B46F569C33DC5901307461,753
V_7590104,4962,19,29557.9,F86883C06F5BF6209C33DC5901307461,754
V_7592258,4959,12,27759.0,3169956C751DBFA49C33DC5901307461,755
V_5492129,4959,70,46011.300000000025,73581F298BDDC1389C33DC5901307461,756
V_7594606,4955,27,30005.75,37487C8FA05437A99C33DC5901307461,757
V_1395660,4954,4435,630609.801676094,960E5461CED231039C33DC5901307461,758
V_7191654,4949,9,26428.0,DA2101674E67D1D69C33DC5901307461,759
V_5492667,4948,89,62121.90000000002,3AF4A7C970D89F1E9C33DC5901307461,760
V_6763723,4941,6,24672.0,17E4BC6B97ADA9759C33DC5901307461,761
V_8015753,4940,6,24640.0,0F06C95C0DDA5D7B9C33DC5901307461,762
V_5492149,4935,83,60155.30000000004,E3AA45CC19568EE79C33DC5901307461,763
V_8016254,4935,7,25085.0,5732ED0C4EE506259C33DC5901307461,764
V_5493198,4934,77,57453.399999999994,52A696A78EB45E519C33DC5901307461,765
V_8015578,4934,7,25007.0,9443EC4C8985E2259C33DC5901307461,766
V_8016156,4914,12,24899.0,28108E1DCA3AA8369C33DC5901307461,767
V_7720284,4913,17,26803.1,99172C465478C2FA9C33DC5901307461,768
V_7444983,4907,120,74445.15,CD5D7FB4AF52DA119C33DC5901307461,769
V_8014303,4902,9,25686.0,9E519F78569597D29C33DC5901307461,770
V_8014723,4897,7,25233.0,BC20F6223EEA55789C33DC5901307461,771
V_7427007,4895,227,94540.3,7545012620FFD65C9C33DC5901307461,772
V_7720299,4892,13,25713.6,22B7A293CD5B27609C33DC5901307461,773
V_5040043,4892,93,88040.6,BA342D9D49DFD7049C33DC5901307461,774
V_5492660,4884,82,53964.79999999999,2D6E07DFC4C0776E9C33DC5901307461,775
V_8016240,4880,10,25437.0,466307D3689A075C9C33DC5901307461,776
V_7444996,4874,55,43190.55,6561306D61A2414D9C33DC5901307461,777
V_5039969,4867,120,93154.90000000004,E076F4F39D8CCEB49C33DC5901307461,778
V_8016208,4867,12,24655.0,428B3BB8803C47159C33DC5901307461,779
V_1395658,4861,4364,402331.89494126523,59C5778E004AC5C49C33DC5901307461,780
V_5492108,4861,72,43836.100000000006,459076055AC684B59C33DC5901307461,781
V_1358570,4859,4010,789319.6250692181,EA3B1EB0D2C4C9659C33DC5901307461,782
V_5492119,4855,57,40128.9,5BE7FD81B0CF3A499C33DC5901307461,783
V_5493190,4849,79,48907.6,737B0C3E82F44F229C33DC5901307461,784
V_1395673,4845,4337,610931.1841866482,4BBA14F53612AFA49C33DC5901307461,785
V_8014777,4844,14,26257.0,DC447AF51AADC4929C33DC5901307461,786
V_8015671,4837,8,24872.0,2A52D7EBAF845A479C33DC5901307461,787
V_5493175,4829,76,50078.50000000001,43E3C0940F309A299C33DC5901307461,788
V_7592289,4828,11,26599.0,88E29A2121E511079C33DC5901307461,789
V_1395671,4827,4304,492909.5319291875,05DB17EB5752ABBC9C33DC5901307461,790
V_7592235,4827,15,26935.7,BAA1E256B34A493A9C33DC5901307461,791
V_7590556,4818,28,34153.5,73AF774BA7F232399C33DC5901307461,792
V_8014448,4815,5,24025.0,ECE83334229925459C33DC5901307461,793
V_8014464,4814,8,25243.0,DA62FB8AFB476E959C33DC5901307461,794
V_8016232,4814,6,24010.0,7FC1623AE50118499C33DC5901307461,795
V_8013420,4809,9,26346.0,42610DD0646039139C33DC5901307461,796
V_8014462,4803,7,25354.0,99D83D54C08248299C33DC5901307461,797
V_5493217,4786,73,52292.89999999997,09B49FE349824AB79C33DC5901307461,798
V_7596142,4785,12,28916.0,E96C4FF2E1FCD4669C33DC5901307461,799
V_8015575,4775,7,24153.0,AC0B8092872CA9819C33DC5901307461,800
V_5492107,4772,77,45613.39999999999,4B91FD228DF8393D9C33DC5901307461,801
V_8013991,4771,14,24243.0,770CF4EB1B4DA5F19C33DC5901307461,802
V_8015584,4770,8,23859.0,D16D4284A66B83249C33DC5901307461,803
V_5493229,4768,76,67224.49999999999,1D613A8827A353DF9C33DC5901307461,804
V_5492629,4767,76,57405.60000000001,98B0F5FFD814566E9C33DC5901307461,805
V_7004701,4761,126,37560.25,39369725EA08EF279C33DC5901307461,806
V_8013415,4761,6,23803.0,F3638F86D552B5189C33DC5901307461,807
V_1395675,4758,4195,666116.3920583747,7C000FA65B1F78E19C33DC5901307461,808
V_8100547,4752,8,24520.0,BC7DF51E66A6E1D69C33DC5901307461,809
V_1395672,4750,4224,726044.2270622012,A60A9DD5E59F8A3B9C33DC5901307461,810
V_7004700,4743,137,39451.25,DC6CC700AE784DED9C33DC5901307461,811
V_7004681,4742,129,43231.0,835A97B5B41653CD9C33DC5901307461,812
V_7594569,4735,24,28107.75,8DAAAB831C443B179C33DC5901307461,813
V_8100534,4734,9,24932.6,72AA4D800C886CAA9C33DC5901307461,814
V_7004715,4732,134,36404.600000000006,4C58896670D5C6FE9C33DC5901307461,815
V_8015741,4724,6,23560.0,8930902244D3873C9C33DC5901307461,816
V_7596277,4721,27,34299.7,044EC707AE74D1329C33DC5901307461,817
V_8015587,4720,8,24341.0,6C0DAB38A8E764269C33DC5901307461,818
V_1395661,4718,4377,519013.57579976774,8563EA973687DB879C33DC5901307461,819
V_5493166,4718,73,66293.90000000002,25E1BF1E68BF8E8D9C33DC5901307461,820
V_1395667,4717,4316,485935.2537180151,2C65F5691D70CD2F9C33DC5901307461,821
V_8013416,4716,6,24061.0,53DD225EC45A34459C33DC5901307461,822
V_7004697,4716,120,38329.0,A43BF783DD50F2949C33DC5901307461,823
V_7592092,4705,47,36689.55,66A784DCCF1F9FB99C33DC5901307461,824
V_5493212,4704,73,51295.39999999999,6DC7531B7772AFBC9C33DC5901307461,825
V_7596176,4703,9,30328.2,B6F9C0D9173A95949C33DC5901307461,826
V_5039951,4703,85,65897.20000000001,1ED7D167AFA302579C33DC5901307461,827
V_7592099,4699,46,33449.1,086E10A9610A16AE9C33DC5901307461,828
V_8013397,4691,6,23460.0,59A6DDF3813078E19C33DC5901307461,829
V_1395656,4689,4287,294215.35305387713,2EAB063A1CECA2A79C33DC5901307461,830
V_7596347,4688,29,41449.2,6C68B891DE3025619C33DC5901307461,831
V_5039937,4686,87,75423.69999999995,8084FC8E5B3D89B19C33DC5901307461,832
V_8015789,4677,11,25225.0,43E0ACAC7B2529249C33DC5901307461,833
V_7004718,4673,133,38776.65,BFD491253BF777FA9C33DC5901307461,834
V_8016140,4672,11,23313.0,DF33678060025BCD9C33DC5901307461,835
V_7590122,4672,22,29847.5,F5AFE640EF1545E19C33DC5901307461,836
V_7594574,4667,24,27624.350000000006,B64058BC439784499C33DC5901307461,837
V_8013424,4665,9,25268.0,4B2C8A74722C9C299C33DC5901307461,838
V_7596343,4665,29,40354.1,12A9D0D4C5713F269C33DC5901307461,839
V_7590108,4662,16,26194.5,46603E2D8B2C17389C33DC5901307461,840
V_8015798,4652,7,23336.0,9883CDC173FC8BD39C33DC5901307461,841
V_5039933,4650,89,76577.50000000003,F360E8710B4840BF9C33DC5901307461,842
V_1395676,4638,3954,854175.9062304222,1DFEDCBF8CC39B1F9C33DC5901307461,843
V_5492153,4634,71,46238.19999999999,B0825158A735BFF09C33DC5901307461,844
V_8014019,4633,12,25586.0,B224FE71CD11C8649C33DC5901307461,845
V_5039949,4632,101,86191.70000000003,285F23268616E26A9C33DC5901307461,846
V_8100659,4628,10,24510.7,84A48412A9F044C39C33DC5901307461,847
V_7595209,4627,13,27374.4,83D5B5066D6D0BF39C33DC5901307461,848
V_6069166,4626,107,72591.39999999998,2C01CD97A948849C9C33DC5901307461,849
V_7595191,4620,12,25756.7,020CFB426FF0F0899C33DC5901307461,850
V_8014757,4617,14,24303.0,F95DC509C84E14979C33DC5901307461,851
V_5493227,4613,72,59978.29999999996,CBE182F0506E84C89C33DC5901307461,852
V_7181324,4610,104,91529.40000000004,CFBBE1A2EC596D629C33DC5901307461,853
V_5493201,4606,66,44600.80000000002,49FCE723F6A009649C33DC5901307461,854
V_8014678,4604,12,24122.0,B076D5C59133F5D79C33DC5901307461,855
V_7590553,4602,27,31478.199999999997,29151216D91396559C33DC5901307461,856
V_5039965,4579,122,82919.70000000003,9A96A435431542D39C33DC5901307461,857
V_8015626,4577,6,23796.0,7D6142850EE597279C33DC5901307461,858
V_8013409,4576,6,23735.0,D1162909964A7F629C33DC5901307461,859
V_7592134,4575,38,34836.35,B3C93187C18471D59C33DC5901307461,860
V_5039946,4575,93,81653.65000000002,0DB67705C2C0B5119C33DC5901307461,861
V_5492128,4569,64,41224.899999999994,87B1512479856CFB9C33DC5901307461,862
V_5492130,4559,69,39234.90000000001,C453E09057CA1BB29C33DC5901307461,863
V_8015759,4551,8,23326.0,D94ECD973F4079189C33DC5901307461,864
V_7594603,4548,30,29245.850000000002,D69832617D00BE8B9C33DC5901307461,865
V_5493214,4544,79,53250.100000000006,9C70142CF3C719BE9C33DC5901307461,866
V_8013403,4543,8,23857.0,88555FE4D52ED73E9C33DC5901307461,867
V_5492133,4534,74,41134.30000000001,DDF6C3FD6A7DD3F79C33DC5901307461,868
V_7877378,4530,9,24499.0,8D32D49457C6B5589C33DC5901307461,869
V_7590172,4530,15,28564.1,9E27294F079ED08F9C33DC5901307461,870
V_6010433,4525,107,66584.25000000001,2EC79FAF5D210FA19C33DC5901307461,871
V_7877392,4517,9,24898.0,80680B31B5627CC79C33DC5901307461,872
V_7596152,4505,13,27195.3,0B7A385272777FAA9C33DC5901307461,873
V_8014852,4505,25,24525.0,73F90B75DFD191829C33DC5901307461,874
V_8013435,4504,8,23407.0,CDDEAE922186912B9C33DC5901307461,875
V_8016190,4499,9,22983.0,EDF8D43B5275E15A9C33DC5901307461,876
V_7592080,4497,55,48646.450000000004,1ACA3DF23A34BA6B9C33DC5901307461,877
V_8014768,4493,13,23679.0,998C5A1E6505EFE29C33DC5901307461,878
V_8016239,4486,8,22990.0,0DB524DF90718EE99C33DC5901307461,879
V_8100657,4483,12,25161.4,1AF408760C9037F69C33DC5901307461,880
V_5039940,4480,79,75010.14999999998,192E95704FCFCE949C33DC5901307461,881
V_5492160,4473,66,53030.500000000015,34C9913D174A23AC9C33DC5901307461,882
V_8100669,4464,11,23621.55,116F4ABC33B367929C33DC5901307461,883
V_8016347,4464,3,22716.0,CE81D66E8F456AC09C33DC5901307461,884
V_8014669,4457,9,22753.0,92321115F43285CB9C33DC5901307461,885
V_7590554,4454,27,31510.500000000004,CC3C9A2F0E0A92599C33DC5901307461,886
V_1395695,4451,3909,578363.7353646712,7812A7EBC826CC449C33DC5901307461,887
V_8016185,4438,10,23391.0,D2225FE0C394491C9C33DC5901307461,888
V_5493172,4437,68,49397.79999999993,7F2B0356B8BFBFBA9C33DC5901307461,889
V_5492657,4436,79,44662.79999999998,C82FBF0CC2791CFC9C33DC5901307461,890
V_5493244,4435,72,55833.20000000002,EF8B57E7E13C35299C33DC5901307461,891
V_8014638,4431,11,22435.0,3DF2AF9C7AC8C2989C33DC5901307461,892
V_5492625,4426,76,44469.79999999995,564A40C8E46D1F799C33DC5901307461,893
V_5493168,4425,74,57169.399999999994,4E19F332FF7972BD9C33DC5901307461,894
V_5492140,4422,71,36639.4,466D850178D2A9AA9C33DC5901307461,895
V_5040036,4418,87,88776.59999999999,A8924467218D30B49C33DC5901307461,896
V_5492637,4415,86,44916.199999999415,1F53FD82A91083D99C33DC5901307461,897
V_1395686,4407,3593,579843.7217376574,AD7BC26EBA3128989C33DC5901307461,898
V_8016237,4405,9,22832.0,16D2A5D0706D63C99C33DC5901307461,899
V_8014453,4403,7,22010.0,247E29AF1083EBE99C33DC5901307461,900
V_5493238,4400,78,53881.7,62F4C204588A5B349C33DC5901307461,901
V_8014337,4390,5,22030.0,908A365D7F4B82CA9C33DC5901307461,902
V_5492155,4383,66,46236.700000000004,9672F59BC7D5D6419C33DC5901307461,903
V_7004678,4381,160,41948.5,294937DEDBB1EDE59C33DC5901307461,904
V_7592087,4377,41,35314.549999999996,E8695683089FA77B9C33DC5901307461,905
V_5492104,4374,77,40303.9,85DB655CDD7CA7A89C33DC5901307461,906
V_8014004,4374,11,22723.0,4C40BAE3B7832F889C33DC5901307461,907
V_7594611,4373,26,30997.25,1953E14467F8AA8E9C33DC5901307461,908
V_7589028,4372,16,27539.7,63CBE758765176B09C33DC5901307461,909
V_8014447,4367,7,22666.0,E5DD8B82F822DE029C33DC5901307461,910
V_8014452,4359,6,22607.0,BD18ED12EE4335C89C33DC5901307461,911
V_8015581,4358,8,22608.0,C53A2471BA06E8429C33DC5901307461,912
V_5493233,4358,77,56728.999999999985,E791B8AC2305B3E39C33DC5901307461,913
V_6069163,4355,100,77046.24999999991,6B391E0DDA498C549C33DC5901307461,914
V_8013983,4353,11,22104.0,6131F51E3C53A2539C33DC5901307461,915
V_5493174,4348,68,49384.3999999999,077AE2B705B9C1309C33DC5901307461,916
V_7594567,4346,28,28917.95,0847704AF01C39F79C33DC5901307461,917
V_5492674,4333,88,46509.19999999999,5E102DD7624909209C33DC5901307461,918
V_5493218,4333,84,55696.999999999985,06E1591CCAF99D259C33DC5901307461,919
V_5492659,4331,80,46581.49999999999,E65878835EAE99C69C33DC5901307461,920
V_7877384,4330,14,26680.0,25182E21758F9F5A9C33DC5901307461,921
V_7877370,4329,10,23948.0,ED758D4E178952E99C33DC5901307461,922
V_5492616,4324,86,50255.600000000006,89D1F1BE90E226A29C33DC5901307461,923
V_7181318,4322,113,99761.25,4819D250592F9B989C33DC5901307461,924
V_5492644,4321,76,45886.999999999985,0C88AA670998926F9C33DC5901307461,925
V_7594566,4312,33,29987.0,79BA78C79CD52F989C33DC5901307461,926
V_5206513,4310,100,65027.599999999984,8FE592CEE9743E609C33DC5901307461,927
V_5149617,4300,73,48748.50000000001,B21BF1A7F27C2CEB9C33DC5901307461,928
V_1395659,4297,3916,236207.58141107077,27860A9914EAFD999C33DC5901307461,929
V_8014467,4296,6,22281.0,475145C3A9CBC9289C33DC5901307461,930
V_7590137,4295,16,25187.0,23860A68CBA2505E9C33DC5901307461,931
V_8014788,4285,10,21325.0,96A790360DD0261E9C33DC5901307461,932
V_1358566,4283,3876,377592.34617860493,877D32C8CD2606009C33DC5901307461,933
V_5493177,4283,69,38978.59999999999,C505EC8C372455F89C33DC5901307461,934
V_8016432,4277,4,21656.5,C3266D7E89BC39FD9C33DC5901307461,935
V_1395691,4276,3715,512368.42393298785,2659D9A0C86E5B4C9C33DC5901307461,936
V_8013429,4272,7,22877.0,D12393125AF935119C33DC5901307461,937
V_7596164,4272,12,24911.75,4CDC19B0AF50EE4A9C33DC5901307461,938
V_5039889,4270,76,85425.64999999998,B324C1A9072862049C33DC5901307461,939
V_7596278,4265,31,35835.9,558E1A8AB7485BD79C33DC5901307461,940
V_7592126,4265,44,39843.100000000006,1FDDA105A05F94559C33DC5901307461,941
V_5492574,4262,83,45933.39999999998,660F032C9CAB34AC9C33DC5901307461,942
V_8013994,4261,13,21470.0,FD4C0740597A74BD9C33DC5901307461,943
V_5493223,4259,70,46871.6,7A0817D7D03DD1B59C33DC5901307461,944
V_5149612,4257,78,50546.39999999999,B8FC9F326A6E89579C33DC5901307461,945
V_8013976,4256,8,21200.0,DFCB4644C1AD39C49C33DC5901307461,946
V_8100646,4245,8,21567.2,CE6AE5B040FB9DD69C33DC5901307461,947
V_8013687,4242,6,21995.0,4DBC3B4A4E6D26D59C33DC5901307461,948
V_7252144,4240,5,21210.0,6F1D0910F855522F9C33DC5901307461,949
V_7592270,4239,13,23724.7,0B23FEF8240A2C9B9C33DC5901307461,950
V_5493182,4230,68,34619.90000000001,051B0971B27CE94E9C33DC5901307461,951
V_7596162,4227,9,25761.4,1479B50AEC8631B79C33DC5901307461,952
V_5493239,4220,81,54683.399999999994,90BE5A5538152DDC9C33DC5901307461,953
V_5493211,4214,82,54989.59999999998,1878FCCDD9C7645B9C33DC5901307461,954
V_8015771,4208,13,21790.3,8325106AB834B7C19C33DC5901307461,955
V_5492640,4208,87,49701.700000000026,B9EB4E59486936BC9C33DC5901307461,956
V_7590073,4206,17,26367.8,BC510DE8B26F985B9C33DC5901307461,957
V_7877369,4196,11,24884.25,E859C1AAF890B7B59C33DC5901307461,958
V_5492110,4196,67,36618.900000000016,F5F551B4DAE243649C33DC5901307461,959
V_5492114,4194,60,38439.8,CE0E7D20AFC2931D9C33DC5901307461,960
V_8016175,4191,9,21380.0,9A41D0E4B6BAC6AF9C33DC5901307461,961
V_8014635,4190,10,20850.0,C535173FF81F34329C33DC5901307461,962
V_7592489,4189,9,23853.3,DAF0B99435364DAD9C33DC5901307461,963
V_7596307,4186,20,28160.5,3ABD61A61A9D8A469C33DC5901307461,964
V_5149587,4186,72,49010.29999999999,701B3A793CD12F109C33DC5901307461,965
V_8014463,4184,8,22206.0,40A653F65037DA599C33DC5901307461,966
V_5493236,4179,76,55695.4,635866860E6609439C33DC5901307461,967
V_5492136,4178,71,42373.999999999985,E79428817DA48D9C9C33DC5901307461,968
V_5206591,4178,105,43709.80000000002,589A37D95ADEDB699C33DC5901307461,969
V_5493187,4177,71,39457.49999999999,42985820F7CAA2299C33DC5901307461,970
V_5493200,4172,68,45362.80000000001,79D22ED7636AB7839C33DC5901307461,971
V_7590094,4172,18,27218.1,7E383321121BF6C09C33DC5901307461,972
V_7877372,4169,12,24929.0,6311DCA5851D6BF49C33DC5901307461,973
V_8014720,4167,9,21557.0,AA0CDFFD8EDC47F29C33DC5901307461,974
V_7590092,4166,15,23915.1,E08485552B3610D39C33DC5901307461,975
V_7595072,4164,15,30613.1,B5C32976FF0D92B19C33DC5901307461,976
V_5492631,4163,78,44416.100000000006,8090B2F41C1CDB429C33DC5901307461,977
V_5492648,4157,85,52988.400000000016,D4798C53978BE4DE9C33DC5901307461,978
V_1358581,4156,3137,977661.5762319991,5A01AA0782D1C7A39C33DC5901307461,979
V_8014785,4154,14,22939.0,D8D9E99DB9D0B3839C33DC5901307461,980
V_8014332,4150,5,20700.0,8AB413EBBE1910659C33DC5901307461,981
V_1395697,4144,3311,817868.4904132374,6D3B2E2B589791A69C33DC5901307461,982
V_7596312,4140,18,24724.0,E5E9913EB6B90FBF9C33DC5901307461,983
V_8014454,4139,5,20645.0,95E535C9B140C4839C33DC5901307461,984
V_7592242,4138,16,23138.5,BE07D1DB8C9961A19C33DC5901307461,985
V_8100680,4137,8,20945.9,19A79045D6EB5D049C33DC5901307461,986
V_8013691,4133,7,22239.0,C6F2AE5F4946B5389C33DC5901307461,987
V_8016168,4126,9,20664.0,0A7D3C8E324AD6629C33DC5901307461,988
V_7596308,4126,16,24899.5,64C24D75D4CE8F5E9C33DC5901307461,989
V_7595118,4121,13,24655.5,D6FC16D31437CD279C33DC5901307461,990
V_5492154,4120,73,41914.3,4D2E55BE8ABCE1199C33DC5901307461,991
V_7720290,4119,10,21428.0,BB4364A1287DB4989C33DC5901307461,992
V_8014020,4119,10,22265.0,D752AF24396E71E79C33DC5901307461,993
V_5493160,4119,74,48038.00000000001,14DFDD13A57859D39C33DC5901307461,994
V_8013693,4112,7,21619.0,91F807F663DC1EBE9C33DC5901307461,995
V_8013399,4112,8,21196.0,8C2311E7E0B11F179C33DC5901307461,996
V_7593054,4107,10,21134.0,4A9BF08BF24D59979C33DC5901307461,997
V_1395677,4106,3575,619930.3380044161,EF76462AF8B4744D9C33DC5901307461,998
V_7594601,4106,25,27300.0,AB4E0C1AA43EA05D9C33DC5901307461,999
V_7592118,4101,37,32285.65,019C58F291875BB49C33DC5901307461,1000
